ID;lon;lat;all_tags;name;zip;address;city;WKT
209;13.18;52.51;DKV - TOTAL Station  13593 Berlin  Heerstr. 324;TOTAL;13593;Heerstr. 324;Berlin;POINT(13.1819091 52.5162248)
210;13.20;52.52;DKV - ACCESS Station  13595 Berlin  Götelstr. 132 / 140;ACCESS;13595;Götelstr. 132 / 140;Berlin;POINT(13.203649 52.522972)
211;13.18;52.51;DKV - ESSO Station  13595 Berlin  Heerstr. 285;ESSO;13595;Heerstr. 285;Berlin;POINT(13.185008 52.514924)
212;13.18;52.50;DKV - STAR Station  13595 Berlin  Gatower Str. 173;STAR;13595;Gatower Str. 173;Berlin;POINT(13.180353 52.504669)
213;13.21;52.52;DKV - ESSO Station  13597 Berlin  Ruhlebener Str. 185;ESSO;13597;Ruhlebener Str. 185;Berlin;POINT(13.210224 52.527434)
214;13.23;52.52;DKV - JET Station  13597 Berlin  Charlottenburger Chaussee 47;JET;13597;Charlottenburger Chaussee 47;Berlin;POINT(13.23381 52.5271749)
215;13.20;52.52;DKV - SPRINT Station  13597 Berlin  Ruhlebener Str. 1 a;SPRINT;13597;Ruhlebener Str. 1 a;Berlin;POINT(13.207237 52.529172)
216;13.23;52.52;DKV - CleanCar Station  13598 Berlin  Charlottenburger Ch. 53 a;CleanCar;13598;Charlottenburger Ch. 53 a;Berlin;POINT(13.232803 52.526864)
217;13.24;52.54;DKV - ARAL Station  13599 Berlin  Gartenfelder Str. 71;ARAL;13599;Gartenfelder Str. 71;Berlin;POINT(13.2434879 52.5437559)
218;13.22;52.53;DKV - SHELL Station  13599 Berlin  Am Juliusturm 33;SHELL;13599;Am Juliusturm 33;Berlin;POINT(13.2220289 52.5368477)
219;13.24;52.53;DKV - SPRINT Station  13599 Berlin  Otternbuchtstr. 37;SPRINT;13599;Otternbuchtstr. 37;Berlin;POINT(13.247526 52.537728)
220;13.31;52.54;DKV - HEM Station  13627 Berlin  Saatwinkler Damm 62;HEM;13627;Saatwinkler Damm 62;Berlin;POINT(13.31 52.547365)
221;13.28;52.53;DKV - TP24Automat  13627 Berlin  Nonnendamm 10;TP24Automat;13627;Nonnendamm 10;Berlin;POINT(13.28091 52.53157)
222;13.27;52.51;DKV - SHELL Station  14050 Berlin  Spandauer Damm 151;SHELL;14050;Spandauer Damm 151;Berlin;POINT(13.2721193 52.5193119)
223;13.26;52.51;DKV - ARAL Station  14052 Berlin  Reichsstr. 13;ARAL;14052;Reichsstr. 13;Berlin;POINT(13.2660979 52.5133756)
224;13.26;52.51;DKV - TOTAL Station  14052 Berlin  Reichsstr. 86;TOTAL;14052;Reichsstr. 86;Berlin;POINT(13.262439 52.514878)
225;13.27;52.50;DKV - AGIP Station  14055 Berlin  A 115;AGIP;14055;A 115;Berlin;POINT(13.278404 52.50169)
226;13.22;52.50;DKV - ARAL Station  14055 Berlin  Heerstr. 136;ARAL;14055;Heerstr. 136;Berlin;POINT(13.2269631 52.5072449)
227;13.26;52.50;DKV - TOTAL Station  14055 Berlin  Heerstr. 35 - 37;TOTAL;14055;Heerstr. 35 - 37;Berlin;POINT(13.260556 52.508415)
228;13.28;52.50;DKV - ARAL Station  14057 Berlin  Messedamm 6;ARAL;14057;Messedamm 6;Berlin;POINT(13.2806701 52.5074428)
229;13.27;52.51;DKV - SHELL Station  14057 Berlin  Kaiserdamm 34;SHELL;14057;Kaiserdamm 34;Berlin;POINT(13.27694 52.510023)
230;13.14;52.45;DKV - FREIE Station  14089 Berlin  Kladower Damm 332;FREIE;14089;Kladower Damm 332;Berlin;POINT(13.1489687 52.4572213)
231;13.19;52.43;DKV - AGIP Station  14129 Berlin  A 115;AGIP;14129;A 115;Berlin;POINT(13.1916187 52.4345696)
232;13.22;52.42;DKV - SHELL Station  14129 Berlin  Potsdamer Chaussee 24;SHELL;14129;Potsdamer Chaussee 24;Berlin;POINT(13.2227026 52.429472)
233;13.24;52.43;DKV - AGIP Station  14163 Berlin  Potsdamer Str. 31;AGIP;14163;Potsdamer Str. 31;Berlin;POINT(13.2488297 52.434496)
234;13.23;52.43;DKV - ARAL Station  14163 Berlin  Potsdamer Chaussee 6;ARAL;14163;Potsdamer Chaussee 6;Berlin;POINT(13.237895 52.433073)
235;13.24;52.44;DKV - FREIE Station  14163 Berlin  Argentinische Allee 47;FREIE;14163;Argentinische Allee 47;Berlin;POINT(13.2410763 52.4435079)
236;13.24;52.43;DKV - SPRINT Station  14163 Berlin  Potsdamer Str. 11 a;SPRINT;14163;Potsdamer Str. 11 a;Berlin;POINT(13.243181 52.433513)
237;13.23;52.43;DKV - STAR Station  14163 Berlin  Lindenthaler Allee 42;STAR;14163;Lindenthaler Allee 42;Berlin;POINT(13.2303285 52.4311847)
238;13.26;52.41;DKV - ELAN Station  14167 Berlin  Teltower Damm 173;ELAN;14167;Teltower Damm 173;Berlin;POINT(13.265461 52.4179812)
239;13.26;52.41;DKV - STAR Station  14167 Berlin  Teltower Damm 164;STAR;14167;Teltower Damm 164;Berlin;POINT(13.264591 52.4191205)
240;13.26;52.43;DKV - ESSO Station  14169 Berlin  Berliner Str. 20;ESSO;14169;Berliner Str. 20;Berlin;POINT(13.266519 52.435687)
241;13.26;52.43;DKV - TOTAL Station  14169 Berlin  Berliner Str. 15 a;TOTAL;14169;Berliner Str. 15 a;Berlin;POINT(13.2656562 52.4359571)
242;13.28;52.49;DKV - ESSO Station  14193 Berlin  Hubertusallee 1;ESSO;14193;Hubertusallee 1;Berlin;POINT(13.284873 52.494197)
243;13.27;52.46;DKV - ESSO Station  14195 Berlin  Clayallee 90;ESSO;14195;Clayallee 90;Berlin;POINT(13.275345 52.460752)
244;13.29;52.45;DKV - STAR Station  14195 Berlin  Königin-Luise-Str. 22 a;STAR;14195;Königin-Luise-Str. 22 a;Berlin;POINT(13.2977727 52.4575506)
245;13.27;52.47;DKV - ARAL Station  14199 Berlin  Hohenzollerndamm 97;ARAL;14199;Hohenzollerndamm 97;Berlin;POINT(13.2792565 52.4758463)
